,Date,type,Month,Open,High,Low,Close,Price change,Price change Ratio,Volume,Final Price,# of OC,Final BBP,Final BSP,Hitorical HP,Historical LP,MA5,MA10,MA20,BBAND5UP,BBAND5LOW,BBAND10UP,BBAND10LOW,BBAND20UP,BBAND20LOW,OutLots
2724,2021-01-22,TX,202102,16051,16085,15928,15984,-141,-0.87%,161218,15977,84234,15984,15985,16183,13528,15804.6,15699.7,15187.4,16319.90689,15938.09311,15922.07773,15535.92227,15210.07555,14065.92445,-27551
2725,2021-01-25,TX,202102,15956,16004,15719,15912,-65,-0.41%,168191,15911,85538,15910,15911,16183,13528,15874.6,15752.7,15274.5,16163.33611,15804.66389,15825.0911,15442.9089,15231.82628,14124.17372,-29123
2726,2021-01-26,TX,202102,15865,15974,15537,15626,-285,-1.79%,230474,15628,85732,15625,15629,16183,13528,15935.8,15790.5,15354.85,16031.44271,15792.55729,15787.22265,15424.77735,15397.05949,14350.94051,-27504
2727,2021-01-27,TX,202102,15725,15814,15585,15660,32,0.20%,184037,15657,83785,15658,15660,16183,13528,15883.4,15803.8,15414.3,15799.95126,15452.04874,16050.85012,15725.14988,15458.2594,14495.7406,-28106
2728,2021-01-28,TX,202102,15411,15524,15305,15383,-274,-1.75%,202151,15382,83747,15382,15384,16183,13528,15862.2,15793.4,15474.35,15852.44365,15467.55635,15934.28975,15597.71025,15341.57302,14480.42698,-27807
2729,2021-01-29,TX,202102,15498,15539,15063,15075,-307,-2.00%,206011,15070,81764,15075,15077,16183,13528,15713.0,15758.8,15511.6,15598.5551,15167.4449,16337.69202,15920.30798,15616.58601,14843.41399,-17366
2730,2021-02-01,TX,202102,15156,15398,15090,15360,290,1.92%,164870,15362,79896,15361,15363,16183,13528,15531.2,15702.9,15531.45,15358.07836,14791.92164,16276.62312,15691.37688,15805.91085,15102.08915,-19624
2731,2021-02-02,TX,202102,15469,15820,15459,15755,393,2.56%,177487,15752,77165,15751,15755,16183,13528,15420.8,15678.3,15555.75,15571.67277,15148.32723,16221.58393,15602.41607,15855.1051,15212.8949,-18855
2732,2021-02-03,TX,202102,15864,15875,15716,15772,20,0.13%,145093,15773,67097,15772,15773,16183,13528,15446.6,15665.0,15594.65,15995.94863,15514.05137,15929.07788,15322.92212,15787.67393,15198.32607,-21742
2733,2021-02-04,TX,202102,15721,15777,15542,15701,-72,-0.46%,179004,15696,49701,15701,15704,16183,13528,15469.0,15665.6,15637.7,16035.86284,15508.13716,15963.2831,15356.7169,16015.36271,15512.63729,-20889
2734,2021-02-05,TX,202102,15809,15984,15751,15804,108,0.69%,178540,15802,32848,15802,15805,16183,13528,15532.6,15622.8,15661.25,15974.6133,15427.3867,15645.29785,15120.70215,15962.49087,15495.50913,-22661
2735,2021-02-17,TX,202102,16261,16433,16179,16326,524,3.32%,100608,0,21454,16325,16326,16433,13528,15678.4,15604.8,15678.75,15966.66112,15641.33888,15317.30757,14832.69243,15864.39746,15403.60254,-16991
2736,2021-02-18,TX,202103,16374,16525,16287,16380,50,0.31%,152979,16380,78450,16380,16381,16525,7591,15871.6,15646.2,15718.35,16555.6385,16096.3615,15675.55469,15044.44531,15873.23366,15338.76634,-23149
2737,2021-02-19,TX,202103,16301,16328,16130,16314,-66,-0.40%,152680,16309,77388,16310,16313,16525,7591,15996.6,15721.6,15762.7,16673.40048,16086.59952,16139.31112,15370.68888,16185.98794,15590.01206,-21938
2738,2021-02-22,TX,202103,16480,16564,16336,16385,76,0.47%,151539,16382,79173,16382,16386,16564,7591,16105.0,15787.0,15790.2,16604.50439,16023.49561,16194.05711,15349.94289,16087.30524,15444.69476,-26187
2739,2021-02-23,TX,202103,16223,16451,16182,16437,55,0.34%,136807,16434,81294,16437,16439,16564,7591,16241.8,15887.2,15823.0,16605.71556,16164.28444,16134.04845,15267.95155,16474.92384,15783.07616,-27792
2740,2021-02-24,TX,202103,16300,16435,16133,16182,-252,-1.53%,180413,16181,81350,16177,16182,16564,7591,16368.4,16023.4,15863.15,16481.43692,16392.56308,16169.02279,15438.97721,16351.57996,15616.42004,-29148
2741,2021-02-25,TX,202103,16388,16422,16243,16388,207,1.28%,135256,16387,78430,16386,16389,16564,7591,16339.6,16105.6,15891.95,16269.9468,16094.0532,16617.53086,16034.46914,16280.86657,15543.13343,-28482
2742,2021-02-26,TX,202103,16037,16118,15852,15935,-452,-2.76%,197795,15931,83132,15932,15935,16564,7591,16341.2,16168.9,15916.95,16476.73646,16299.26354,16656.88678,16103.11322,16010.36968,15241.63032,-29435
2743,2021-03-02,TX,202103,16249,16277,15868,15907,-24,-0.15%,146577,15904,83021,15904,15907,16564,7591,16265.4,16185.2,15925.4,16122.03005,15747.96995,16571.1353,16056.8647,16042.8128,15277.1872,-24753
2744,2021-03-03,TX,202103,16000,16196,15885,16181,277,1.74%,153225,16179,80831,16181,16185,16564,7591,16169.8,16205.8,15914.3,16127.61315,15686.38685,16608.58166,16161.41834,15762.95619,15003.04381,-24961
2745,2021-03-04,TX,202103,16025,16066,15756,15925,-254,-1.57%,198855,15922,78228,15923,15925,16564,7591,16118.6,16243.5,15924.15,16359.31052,16002.68948,16617.23499,16256.76501,15459.16563,14690.83437,-23750
2746,2021-03-05,TX,202103,15601,15914,15570,15855,-67,-0.42%,168446,15847,78960,15853,15855,16564,7591,16067.2,16203.4,15924.8,16114.32765,15735.67235,16382.8488,15981.1512,15744.15552,14975.84448,-25695
2747,2021-03-08,TX,202103,15950,16095,15767,15816,-31,-0.20%,175531,15819,78463,15816,15818,16564,7591,15960.6,16150.9,15936.25,15968.59859,15741.40141,16603.87841,16172.12159,16133.44932,15376.55068,-20194
2748,2021-03-09,TX,202103,15810,15848,15608,15822,3,0.02%,171528,15822,77641,15822,15825,16564,7591,15936.8,16101.1,15944.05,15944.01937,15687.98063,16164.51926,15705.48074,16146.25973,15397.74027,-23925
2749,2021-03-10,TX,202103,15977,15986,15808,15883,61,0.39%,136272,15885,74212,15878,15883,16564,7591,15919.8,16044.8,15966.0,15958.22834,15685.77166,16128.89899,15685.10101,16053.97946,15348.02054,-21680
2750,2021-03-11,TX,202103,15951,16214,15942,16174,289,1.82%,135436,16169,75792,16172,16174,16564,7591,15860.2,15989.4,16006.4,15923.39505,15842.60495,16363.77265,15998.22735,16093.15868,15514.84132,-27138
2751,2021-03-12,TX,202103,16276,16288,16155,16222,53,0.33%,116406,16223,67847,16222,16225,16564,7591,15910.0,15988.6,16047.1,16308.18644,16039.81356,16106.94351,15743.05649,16575.93817,16076.06183,-28859
2752,2021-03-15,TX,202103,16206,16249,16142,16200,-23,-0.14%,125844,16199,49663,16197,16200,16564,7591,15983.4,15972.0,16070.45,16399.43235,16044.56765,16004.41017,15705.58983,16623.28429,16136.71571,-30305
2753,2021-03-16,TX,202103,16250,16348,16213,16305,106,0.65%,128695,16305,32125,16305,16308,16564,7591,16060.2,15998.5,16091.85,16371.35507,16028.64493,15979.34825,15652.65175,16548.76547,16079.23453,-26901
2754,2021-03-17,TX,202103,16304,16336,16161,16176,-129,-0.79%,72615,0,16409,16176,16177,16564,7591,16156.8,16038.3,16122.05,16448.76564,16161.23436,16005.45465,15638.54535,16605.98925,16164.01075,-27350
2755,2021-03-18,TX,202104,16255,16401,16220,16239,81,0.50%,138744,16235,81291,16239,16240,16499,14946,16215.4,16037.8,16140.65,16224.11486,16127.88514,16066.07146,15699.92854,16645.75351,16228.24649,-26714
2756,2021-03-19,TX,202104,16100,16110,15953,16012,-223,-1.37%,149724,16010,82807,16009,16012,16499,14946,16228.4,16069.2,16136.3,16282.7566,16195.2434,16361.89614,15986.10386,16387.73043,15976.26957,-27393
2757,2021-03-22,TX,202104,16018,16174,15911,16140,130,0.81%,134577,16137,81143,16137,16140,16499,14946,16186.4,16084.9,16117.9,16109.5102,15914.4898,16397.49214,16046.50786,16587.47303,16188.52697,-24953
2758,2021-03-23,TX,202104,16223,16277,16103,16120,-17,-0.11%,117179,16119,81288,16117,16120,16499,14946,16174.4,16117.3,16109.2,16238.78178,16041.21822,16351.06492,16048.93508,16129.46198,15740.53802,-25977
2759,2021-03-24,TX,202104,16019,16062,15939,15983,-136,-0.84%,131876,15981,82173,15983,15984,16499,14946,16137.4,16147.1,16095.95,16194.62868,16045.37132,16419.94821,16190.05179,16090.96317,15723.03683,-28218
2760,2021-03-25,TX,202104,15890,16090,15870,16032,51,0.32%,136413,16030,80915,16032,16033,16499,14946,16098.8,16157.1,16073.25,16075.46275,15890.53725,16269.97388,16082.02612,16348.77749,16013.22251,-25105
2761,2021-03-26,TX,202104,16095,16293,16081,16288,258,1.61%,123696,16285,85348,16287,16289,16499,14946,16057.4,16142.9,16065.75,16093.61688,15970.38312,16339.82604,16138.17396,16091.09271,15758.90729,-22835
2762,2021-03-29,TX,202104,16370,16485,16350,16411,126,0.77%,112333,16408,82927,16410,16411,16499,14946,16112.6,16149.5,16060.75,16392.75037,16183.24963,16119.71281,15904.28719,16012.60485,15697.39515,-20341
2763,2021-03-30,TX,202104,16469,16531,16418,16519,111,0.68%,100799,16520,83442,16519,16522,16531,14946,16166.8,16170.6,16084.55,16571.29148,16250.70852,16273.19174,16006.80826,15988.09285,15643.90715,-19365
2764,2021-03-31,TX,202104,16540,16549,16403,16422,-98,-0.59%,104772,16423,80305,16423,16424,16567,14946,16246.6,16192.0,16115.15,16728.03646,16309.96354,16286.17461,15953.82539,16013.15629,15630.84371,-21379
2765,2021-04-01,TX,202104,16535,16587,16452,16551,128,0.78%,115342,16549,77860,16550,16551,16587,14946,16334.4,16216.6,16127.2,16590.05785,16253.94215,16162.64754,15803.35246,16085.20425,15680.79575,-19816
2766,2021-04-06,TX,202104,16760,16840,16697,16731,182,1.10%,103549,16728,78295,16729,16731,16840,14946,16438.2,16247.8,16158.5,16643.53626,16458.46374,16237.99019,15826.00981,16390.43232,15957.56768,-19121
2767,2021-04-07,TX,202104,16777,16788,16673,16768,40,0.24%,93030,16767,75515,16767,16768,16840,14946,16526.8,16319.7,16202.3,16846.53078,16615.46922,16522.62824,16053.37176,16460.13171,15983.86829,-22867
2768,2021-04-08,TX,202104,16715,16930,16687,16930,163,0.97%,111596,16927,78584,16929,16930,16930,14946,16598.2,16382.5,16249.9,16899.16005,16636.83995,16671.71949,16150.28051,16450.95894,15949.04106,-23362
2769,2021-04-09,TX,202104,16952,16971,16810,16841,-86,-0.51%,103181,16839,74391,16837,16841,16977,14946,16680.4,16463.5,16305.3,17106.66307,16753.33693,16809.68651,16228.31349,16576.81448,16033.18552,-25452
2770,2021-04-12,TX,202104,16895,16965,16760,16834,-5,-0.03%,113383,16835,73388,16834,16835,16977,14946,16764.2,16549.3,16353.2,16967.45853,16714.54147,16683.34194,16160.65806,16453.52578,15898.47422,-25972
2771,2021-04-13,TX,202104,16910,17046,16780,16795,-40,-0.24%,150603,16793,73210,16792,16795,17046,14946,16820.8,16629.5,16386.2,16902.35027,16765.64973,16758.87749,16343.12251,16532.06034,15945.93966,-25406
2772,2021-04-14,TX,202104,16860,16917,16592,16856,63,0.38%,185298,16857,68160,16855,16856,17046,14946,16833.6,16680.2,16414.85,16850.02945,16739.97055,16909.0993,16552.9007,16315.43257,15708.56743,-25170
2773,2021-04-15,TX,202104,16881,17074,16852,17071,214,1.27%,132033,17069,69647,17070,17071,17074,14946,16851.2,16724.7,16447.65,16900.2511,16811.7489,16927.94627,16608.05373,16453.71664,15826.28336,-24594
2774,2021-04-16,TX,202104,17062,17160,16990,17158,89,0.52%,127426,17156,67187,17158,17159,17160,14946,16879.4,16779.9,16485.95,17168.89505,16973.10495,17104.06002,16755.93998,16459.64989,15780.35011,-28850
2775,2021-04-19,TX,202104,17118,17296,17111,17271,115,0.67%,124734,17269,47797,17269,17271,17296,14946,16942.8,16853.5,16535.05,17302.19626,17013.80374,17003.37811,16678.62189,16344.56652,15621.43348,-24535
2776,2021-04-20,TX,202104,17238,17324,17206,17319,50,0.29%,114295,17320,30045,17319,17322,17324,14946,17030.2,16925.5,16586.65,17450.80367,17091.19633,17005.64688,16662.35312,16420.28679,15643.71321,-28832
2777,2021-04-21,TX,202104,17225,17270,17150,17231,-89,-0.51%,83992,0,16778,17231,17232,17329,14946,17135.0,16984.3,16652.0,17483.20597,17154.79403,16989.18138,16600.81862,16683.98194,15892.01806,-26668
2778,2021-04-22,TX,202105,17258,17369,17053,17109,-26,-0.15%,189953,17106,73534,17105,17109,17369,15450,17210.0,17030.6,16706.55,17318.25595,17143.74405,17048.27647,16663.72353,16807.83857,16014.16143,-28734
2779,2021-04-23,TX,202105,17061,17260,17041,17257,151,0.88%,122696,17255,75424,17256,17257,17369,15450,17217.6,17048.5,16756.0,17184.70892,17033.29108,17261.40076,16880.59924,16901.01021,16136.98979,-29457
2780,2021-04-26,TX,202105,17337,17536,17323,17530,275,1.59%,128096,17526,79329,17527,17530,17536,15450,17237.4,17090.1,16819.7,17327.284,17186.716,17343.91259,16972.08741,16774.91318,16069.08682,-30486
2781,2021-04-27,TX,202105,17532,17576,17460,17571,45,0.26%,120862,17570,79508,17570,17571,17576,15450,17289.2,17159.7,16894.6,17668.39711,17391.60289,17477.18392,17064.81608,16887.36355,16214.63645,-31451
2782,2021-04-28,TX,202105,17548,17563,17475,17533,-37,-0.21%,101986,17533,78504,17531,17533,17576,15450,17339.6,17237.3,16958.75,17750.77275,17391.22725,17519.26535,17118.73465,17067.9019,16394.0981,-33341
2783,2021-04-29,TX,202105,17578,17702,17531,17571,38,0.22%,150499,17569,77720,17569,17571,17702,15450,17400.0,17305.0,17014.85,17716.826,17349.174,17403.41752,17058.58248,17102.42836,16433.57164,-32008
2784,2021-05-03,TX,202105,17501,17534,17226,17253,-316,-1.80%,184441,17254,81995,17253,17257,17702,15450,17492.4,17355.0,17067.45,17690.02201,17451.97799,17278.78751,16939.21249,17265.03335,16594.96665,-36251
2785,2021-05-04,TX,202105,17271,17309,16668,16933,-321,-1.86%,243802,16931,82745,16931,16933,17702,15450,17491.6,17364.5,17109.0,17373.60448,17132.39552,17417.9256,17096.0744,17143.34434,16538.65566,-39364
2786,2021-05-05,TX,202105,16847,17020,16756,16769,-162,-0.96%,157298,16765,80438,16767,16770,17702,15450,17372.2,17330.7,17128.1,17182.80184,16683.19816,17736.15434,17323.84566,17111.53899,16556.46101,-38754
2787,2021-05-06,TX,202105,16884,17081,16700,16944,179,1.07%,197754,16945,78280,16944,16945,17702,15450,17211.8,17275.7,17130.0,17087.65116,16450.34884,17837.48004,17304.51996,17069.93181,16520.06819,-34174
2788,2021-05-07,TX,202105,17120,17288,17060,17287,342,2.02%,142796,17283,78603,17284,17287,17702,15450,17094.0,17247.0,17138.8,17229.25638,16658.74362,17817.58847,17248.41153,17121.87151,16590.12849,-36030
2789,2021-05-10,TX,202105,17369,17373,17178,17228,-55,-0.32%,126289,17229,77112,17228,17229,17702,15450,17037.2,17264.8,17156.65,17487.22228,17086.77772,17851.9437,17290.0563,17334.22486,16807.77514,-37519
2790,2021-05-11,TX,202105,16968,16970,16425,16556,-673,-3.91%,245767,16561,77052,16556,16560,17702,15450,17032.2,17261.9,17176.0,17423.01528,17032.98472,17534.15883,16971.84117,17411.34897,16904.65103,-32518
2791,2021-05-12,TX,202105,16503,16531,15027,15692,-869,-5.25%,366512,15697,71506,15691,15695,17702,15027,16956.8,17164.5,17162.1,16831.19259,16280.80741,17267.97052,16598.02948,17549.14437,16992.85563,-24863
2792,2021-05-13,TX,202105,15538,15991,15348,15566,-131,-0.83%,234182,15566,70065,15560,15569,17702,15027,16741.4,16976.6,17106.95,16276.99901,15107.00099,17295.49809,16242.50191,17738.09945,16899.90055,-21792
2793,2021-05-14,TX,202105,15800,16021,15653,15772,206,1.32%,218712,15766,63874,15768,15773,17702,15027,16465.8,16779.9,17042.45,16297.00763,14834.99237,17581.59744,16306.40256,17766.78134,16695.21866,-15524
2794,2021-05-17,TX,202105,15183,15735,15096,15263,-503,-3.19%,275831,15263,41541,15263,15265,17702,15027,16162.8,16600.0,16977.5,16407.57923,15136.42077,17929.78208,16644.21792,17711.91339,16506.08661,-15406
2795,2021-05-18,TX,202105,15563,16180,15501,16147,884,5.79%,220609,16147,25870,16142,16149,17702,15027,15769.8,16401.0,16882.75,15692.54599,14833.45401,17941.92142,16514.07858,17964.01732,16549.98268,-20104
2796,2021-05-19,TX,202105,16122,16248,15979,16138,-9,-0.06%,115944,0,14874,16137,16138,17702,15027,15688.0,16322.4,16826.55,16434.4933,15859.5067,17250.01372,15861.98628,18248.5016,16811.4984,-20081
2797,2021-05-20,TX,202106,16078,16113,15854,15981,-41,-0.26%,158770,15974,71749,15981,15982,17645,10843,15777.2,16259.3,16767.5,16477.40029,15798.59971,16371.06451,15012.93549,18295.11142,16846.88858,-18983
2798,2021-05-21,TX,202106,16222,16425,16072,16257,283,1.77%,185232,16259,71496,16254,16255,17645,10843,15860.2,16163.0,16705.0,16309.16057,15652.83943,16208.43179,14923.56821,18268.26771,16797.73229,-21320
2799,2021-05-24,TX,202106,16079,16368,16069,16294,35,0.22%,138416,16291,74661,16292,16294,17645,10843,15957.2,16060.0,16662.4,16615.07061,15898.92939,16297.98061,15246.01939,18306.30826,16835.69174,-24270
2800,2021-05-25,TX,202106,16463,16623,16425,16585,294,1.80%,145492,16584,72440,16585,16587,17645,10843,16163.4,15966.6,16614.25,16403.54561,16184.45439,15633.11517,14892.88483,17979.27012,16526.72988,-22944
2801,2021-05-26,TX,202106,16616,16664,16504,16616,32,0.19%,104686,16614,72601,16615,16616,17645,10843,16251.0,15969.5,16567.0,16784.5545,16385.4455,16521.80588,15772.19412,17628.23277,16237.76723,-22594
2802,2021-05-27,TX,202106,16593,16595,16219,16534,-80,-0.48%,150465,16533,69299,16534,16535,17645,10843,16346.6,16061.9,16519.25,16850.03812,16381.96188,16545.47674,15730.52326,17425.34426,16112.65574,-23354
2803,2021-05-28,TX,202106,16731,16878,16673,16863,330,2.00%,124240,16863,72521,16862,16865,17645,10843,16457.2,16158.7,16469.3,16685.10447,16382.89553,16373.89084,15588.10916,17557.93746,16330.06254,-24066
2804,2021-05-31,TX,202106,16891,17098,16884,17013,150,0.89%,144649,17011,70703,17009,17013,17645,10843,16578.4,16267.8,16433.9,17044.82915,16681.17085,16677.84505,15836.15495,17855.09233,16718.90767,-24752
2805,2021-06-01,TX,202106,17050,17148,17015,17130,119,0.70%,116773,17131,73727,17131,17132,17645,10843,16722.2,16442.8,16421.9,17197.34251,16828.65749,16611.89237,15976.10763,17780.99773,16675.00227,-25277
2806,2021-06-02,TX,202106,17171,17198,17016,17098,-33,-0.19%,121046,17102,72320,17098,17100,17645,10843,16831.2,16541.1,16431.75,17357.14876,16902.85124,16945.37104,16224.62896,17119.66532,15992.33468,-24529
2807,2021-06-03,TX,202106,17253,17313,17147,17230,128,0.75%,130148,17226,73447,17228,17230,17645,10843,16927.6,16637.1,16448.2,17315.43468,16880.56532,16983.98925,16248.01075,16269.88888,15114.11112,-24980
2808,2021-06-04,TX,202106,17051,17159,17025,17100,-126,-0.73%,109068,17103,75217,17100,17101,17645,10843,17066.8,16762.0,16462.5,17353.31326,17106.68674,16868.54805,16199.45195,16159.31337,14972.68663,-27839
2809,2021-06-07,TX,202106,17212,17229,16719,17090,-13,-0.08%,176148,17090,72925,17090,17091,17645,10843,17114.2,16846.3,16453.15,17169.80659,17030.19341,17164.22717,16561.77283,16353.60436,15190.39564,-27364
2810,2021-06-08,TX,202106,17190,17198,17030,17090,0,0.00%,102605,17090,72554,17088,17091,17645,10843,17129.6,16925.9,16446.25,17142.00615,17037.99385,17257.61621,16768.38379,15836.12764,14689.87236,-28205
2811,2021-06-09,TX,202106,16997,17073,16889,16963,-127,-0.74%,120368,16959,73434,16957,16963,17645,10843,17121.6,16976.4,16472.95,17144.35292,17035.64708,17349.90553,16910.09447,16736.81425,15557.18575,-28668
2812,2021-06-10,TX,202106,17035,17175,16992,17159,200,1.18%,127407,17157,71747,17157,17158,17645,10843,17094.6,17011.1,16536.5,17047.52597,16878.47403,17282.88778,16913.11222,16708.39947,15567.60053,-29672
2813,2021-06-11,TX,202106,17189,17298,17189,17219,62,0.36%,120701,17217,53196,17216,17220,17645,10843,17080.4,17073.6,16616.15,17223.07683,17094.92317,17328.49995,17131.50005,16520.71588,15441.28412,-29119
2814,2021-06-15,TX,202106,17322,17402,17276,17398,181,1.05%,118150,17397,30505,17399,17401,17645,10843,17104.2,17109.2,16688.5,17304.46672,17133.53328,17178.19054,17021.80946,16775.26697,15738.73303,-31269
2815,2021-06-16,TX,202106,17324,17398,17033,17345,-52,-0.30%,71397,0,18220,17345,17346,17645,10843,17165.8,17147.7,16795.25,17541.99083,17254.00917,17199.75705,16980.24295,16719.17301,15868.82699,-29018
2816,2021-06-17,TX,202107,17070,17298,17039,17297,58,0.34%,102114,17295,74392,17296,17297,17402,14700,17216.8,17169.2,16855.15,17497.98941,17192.01059,17214.28097,16965.71903,16998.86462,16171.13538,-33088
2817,2021-06-18,TX,202107,17315,17332,17212,17252,-43,-0.25%,96349,17254,71770,17254,17257,17402,14700,17283.6,17189.1,16913.1,17382.71488,17211.28512,17090.18526,16835.81474,17005.83598,16226.16402,-31612
2818,2021-06-21,TX,202107,17048,17149,16891,16962,-292,-1.69%,143363,16963,75176,16958,16962,17402,14700,17302.2,17191.3,16976.65,17315.99812,17188.00188,17287.06096,17030.93904,16866.01751,16201.98249,-31474
2819,2021-06-22,TX,202107,17155,17180,16988,17028,65,0.38%,101124,17026,72691,17026,17028,17402,14700,17250.8,17177.5,17011.9,17114.36981,16809.63019,17362.64348,17075.35652,17151.2863,16574.7137,-31072
2820,2021-06-23,TX,202107,17100,17319,17059,17272,246,1.44%,127143,17267,76821,17270,17272,17402,14700,17176.8,17171.3,17048.6,17180.75785,16875.24215,17546.54094,17249.45906,17249.65595,16776.34405,-32464
2821,2021-06-24,TX,202107,17298,17398,17261,17336,69,0.40%,92809,17338,76502,17336,17339,17402,14700,17162.2,17189.5,17082.95,17410.83861,17133.16139,17493.61443,17196.38557,17345.81299,16914.18701,-31494
2822,2021-06-25,TX,202107,17438,17562,17377,17419,81,0.47%,113764,17423,72314,17419,17421,17562,14700,17170.0,17226.8,17118.95,17483.04557,17188.95443,17430.08253,17163.91747,17291.85264,16904.14736,-29494
2823,2021-06-28,TX,202107,17484,17560,17398,17535,112,0.64%,82055,17533,73909,17535,17537,17562,14700,17203.4,17252.8,17163.2,17596.65765,17241.34235,17394.3705,17109.6295,17381.70353,17078.29647,-30034
2824,2021-06-29,TX,202107,17595,17623,17451,17529,-4,-0.02%,115306,17530,73073,17528,17530,17627,14700,17318.0,17284.4,17196.8,17704.60542,17365.39458,17126.68224,16797.31776,17255.85493,16944.14507,-29302
2825,2021-06-30,TX,202107,17610,17766,17583,17715,185,1.06%,104462,17712,76767,17714,17715,17766,14700,17418.2,17297.5,17222.6,17632.97192,17425.02808,17205.87931,16850.12069,17255.692,16924.308,-29071
2826,2021-07-01,TX,202107,17678,17774,17555,17646,-66,-0.37%,122682,17646,73071,17646,17648,17774,14700,17506.8,17334.5,17251.85,17842.68461,17587.31539,17489.89229,17054.10771,17285.68451,16894.31549,-29913
2827,2021-07-02,TX,202107,17651,17724,17588,17653,7,0.04%,101454,17649,72240,17650,17653,17774,14700,17568.8,17369.4,17279.25,17748.47029,17543.52971,17572.26604,17099.73396,17173.06163,16752.93837,-28865
2828,2021-07-05,TX,202107,17755,17920,17742,17898,249,1.41%,107714,17896,76556,17896,17898,17920,14700,17615.6,17409.5,17300.4,17725.38674,17580.61326,17665.73518,17172.26482,17383.8149,16934.1851,-28080
2829,2021-07-06,TX,202107,17956,17974,17858,17878,-18,-0.10%,84492,17875,74329,17876,17878,17974,14700,17688.2,17503.1,17340.3,18018.9122,17777.0878,17771.54786,17298.45214,17473.55453,16964.44547,-29013
2830,2021-07-07,TX,202107,17821,17906,17715,17830,-45,-0.25%,109544,17826,72671,17826,17830,17974,14700,17758.0,17588.1,17379.7,17987.01193,17768.98807,17729.53152,17328.46848,17671.07363,17124.92637,-27435
2831,2021-07-08,TX,202107,17876,17897,17694,17825,-1,-0.01%,116445,17823,72327,17824,17825,17974,14700,17781.0,17643.9,17416.7,17939.64306,17720.35694,17896.54583,17533.45417,17626.32261,17063.67739,-27497
2832,2021-07-09,TX,202107,17662,17700,17526,17658,-165,-0.93%,138093,17661,71436,17658,17663,17974,14700,17816.8,17692.8,17459.8,17911.49948,17738.50052,17802.09984,17489.90016,17571.45958,17022.54042,-28740
2833,2021-07-12,TX,202107,17848,17960,17770,17824,163,0.92%,127781,17826,71095,17824,17826,17974,14700,17817.8,17716.7,17484.75,17742.60827,17573.39173,17781.14215,17524.85785,17520.59949,16983.40051,-29256
2834,2021-07-13,TX,202107,17958,18030,17824,17869,43,0.24%,123418,17869,73478,17868,17869,18030,14700,17803.0,17745.6,17515.0,17899.23829,17748.76171,18013.90962,17782.09038,17233.02398,16690.97602,-28212
2835,2021-07-14,TX,202107,17846,17924,17748,17874,5,0.03%,120033,17871,69796,17872,17874,18030,14700,17801.2,17779.6,17538.55,17942.51027,17795.48973,17973.44758,17782.55242,17308.14415,16747.85585,-27147
2836,2021-07-15,TX,202107,17919,18046,17868,18022,151,0.84%,103184,18021,70915,18019,18022,18046,14700,17810.0,17795.5,17565.0,17952.86951,17795.13049,17926.5984,17733.4016,17557.54229,16986.45771,-28043
2837,2021-07-16,TX,202107,17826,17928,17772,17925,-96,-0.53%,109949,17924,67807,17925,17926,18046,14700,17849.4,17833.1,17601.25,18138.66979,17905.33021,17928.98409,17721.01591,17631.07895,17040.92105,-29577
2838,2021-07-19,TX,202107,17717,17813,17647,17794,-130,-0.73%,144969,17793,45310,17792,17797,18046,14700,17902.8,17860.3,17634.9,17992.65028,17857.34972,17745.60029,17570.39971,17710.6868,17127.3132,-33866
2839,2021-07-20,TX,202107,17680,17716,17478,17558,-235,-1.32%,147968,17558,25982,17558,17559,18046,14700,17896.8,17849.9,17676.5,17869.2739,17718.7261,17912.67407,17735.32593,17783.9509,17286.0491,-36438
2840,2021-07-21,TX,202107,17655,17674,17376,17430,-128,-0.73%,86527,0,12313,17430,17431,18046,14700,17834.6,17817.9,17703.0,17714.84336,17401.15664,17992.61509,17745.38491,17731.3581,17326.6419,-35205
2841,2021-07-22,TX,202108,17441,17525,17347,17407,132,0.76%,125712,17406,70190,17407,17408,17808,15465,17745.8,17777.9,17710.9,17651.68482,17208.31518,18043.44819,17704.55181,17902.9489,17527.0511,-35187
2842,2021-07-23,TX,202108,17486,17559,17380,17407,1,0.01%,115875,17406,70962,17406,17408,17808,15465,17622.8,17736.1,17714.45,17611.2424,17202.7576,18223.24684,17820.75316,17827.39032,17464.60968,-35363
2843,2021-07-26,TX,202108,17473,17479,17197,17202,-204,-1.17%,108704,17203,73935,17197,17202,17808,15465,17519.2,17711.0,17713.85,17555.4283,17258.5717,18148.81019,17701.18981,17835.38374,17470.61626,-34437
2844,2021-07-27,TX,202108,17322,17348,17153,17173,-30,-0.17%,118319,17168,72095,17173,17174,17808,15465,17400.8,17648.8,17697.2,17316.16024,17087.83976,18060.18294,17527.81706,18108.91885,17687.08115,-34740
2845,2021-07-28,TX,202108,17062,17136,16733,16965,-203,-1.18%,203426,16965,69261,16965,16967,17808,15465,17323.8,17579.2,17679.4,17284.98107,17061.01893,17847.4805,17268.5195,18115.68601,17640.31399,-31456
2846,2021-07-29,TX,202108,17136,17332,17068,17331,366,2.16%,123218,17327,69618,17330,17332,17808,15465,17230.8,17488.3,17641.9,17130.47677,16799.52323,17753.37225,17106.62775,18113.80167,17546.19833,-28366
