,Date,type,Month,Open,High,Low,Close,Price change,Price change Ratio,Volume,Final Price,# of OC,Final BBP,Final BSP,Hitorical HP,Historical LP,MA5,MA10,MA20,BBAND5UP,BBAND5LOW,BBAND10UP,BBAND10LOW,BBAND20UP,BBAND20LOW
1346,2015-06-12,TX,201506,9272,9314,9230,9267,-18,-0.19%,106398.0,9268,69517,9267,9268,10042,8427,9293.0,9426.2,9532.6,9324.033317915508,9251.966682084492,9475.571615924951,9144.428384075049,9703.845755240964,9378.154244759036
1347,2015-06-15,TX,201506,9272,9318,9220,9244,-24,-0.26%,119565.0,9245,54743,9244,9245,10042,8427,9284.8,9382.6,9517.2,9303.350515814773,9230.649484185227,9450.77828966618,9165.22171033382,9797.391589121977,9452.608410878023
1348,2015-06-16,TX,201506,9244,9258,9164,9215,-30,-0.32%,119914.0,9214,41874,9213,9215,10042,8427,9264.0,9344.0,9499.5,9264.56210105996,9223.43789894004,9469.227059685534,9226.772940314466,9811.138206902906,9448.861793097094
1349,2015-06-17,TX,201506,9215,9237,9177,9182,-32,-0.35%,61706.0,0,30920,9181,9182,10042,8427,9259.6,9304.8,9475.15,9242.163210414088,9187.836789585912,9325.918839398631,9148.081160601369,9843.972504713538,9474.027495286462
1350,2015-06-18,TX,201507,9044,9078,9011,9049,-5,-0.06%,101634.0,9048,51511,9048,9049,9635,9002,9239.2,9268.3,9450.85,9219.509465472063,9144.490534527937,9331.076639642184,9236.923360357816,9850.898992888324,9471.101007111676
1351,2015-06-22,TX,201507,9108,9203,9105,9182,134,1.48%,103562.0,9178,52986,9181,9182,9635,9002,9191.4,9242.2,9426.25,9125.687939077798,8972.312060922202,9366.551639066283,9209.448360933717,9938.66388106746,9523.33611893254
1352,2015-06-23,TX,201507,9221,9268,9208,9231,53,0.58%,106239.0,9230,53638,9230,9232,9635,9002,9174.4,9229.6,9404.1,9248.832926017049,9115.167073982951,9344.078142167544,9189.921857832456,9911.905457085257,9494.094542914743
1353,2015-06-24,TX,201507,9215,9248,9193,9247,17,0.18%,80540.0,9246,50706,9246,9248,9635,9002,9171.8,9217.9,9384.15,9295.27876787867,9166.72123212133,9310.35126223366,9177.64873776634,9835.40235514716,9424.59764485284
1354,2015-06-25,TX,201507,9268,9370,9263,9340,94,1.02%,134204.0,9342,52599,9340,9341,9635,9002,9178.2,9218.9,9363.55,9316.63160202092,9177.36839797908,9281.705996731927,9148.294003268073,9804.304707242376,9409.695292757624
1355,2015-06-26,TX,201507,9348,9348,9300,9321,-21,-0.22%,72218.0,9322,52267,9321,9322,9635,9002,9209.8,9224.5,9347.5,9435.304564423746,9244.695435576254,9255.898917448092,9108.101082551908,9732.136301140536,9361.863698859464
1356,2015-06-29,TX,201507,9195,9222,9109,9138,-184,-1.97%,128844.0,9139,52204,9138,9140,9635,9002,9264.2,9227.8,9327.0,9379.52657516035,9262.47342483965,9126.318561807628,8971.681438192372,9472.900890114204,9147.099109885796
1357,2015-06-30,TX,201507,9146,9217,9124,9212,73,0.80%,103641.0,9211,52632,9211,9212,9635,9002,9255.4,9214.9,9298.75,9209.984998437174,9066.015001562826,9262.402052212614,9101.597947787386,9451.024080140374,9164.975919859626
1358,2015-07-01,TX,201507,9185,9319,9184,9294,83,0.90%,124416.0,9292,53776,9293,9294,9635,9002,9251.6,9211.7,9277.85,9285.654870850474,9138.345129149526,9310.814848242668,9151.185151757332,9470.102528638845,9225.897471361155
1359,2015-07-02,TX,201507,9300,9325,9260,9277,-15,-0.16%,91473.0,9277,54459,9276,9278,9635,9002,9261.0,9219.6,9262.2,9369.44534445544,9218.55465554456,9330.571765567089,9163.428234432911,9333.229725137298,9140.770274862702
1360,2015-07-03,TX,201507,9258,9305,9171,9304,27,0.29%,133033.0,9301,54045,9304,9305,9635,9002,9248.4,9229.1,9248.7,9342.850132877618,9211.149867122382,9424.155154328182,9255.844845671818,9354.94582440144,9213.05417559856
1361,2015-07-06,TX,201507,9235,9297,9182,9197,-104,-1.12%,124973.0,9203,55037,9197,9199,9635,9002,9245.0,9254.6,9248.4,9366.360243745514,9241.639756254486,9382.231037881127,9259.768962118873,9358.698231943948,9217.301768056052
1362,2015-07-07,TX,201507,9260,9303,9210,9242,39,0.42%,131787.0,9242,55500,9242,9244,9635,9002,9256.8,9256.1,9242.85,9240.82419423104,9153.17580576896,9197.596056916544,9078.403943083456,9337.156450166753,9196.843549833247
1363,2015-07-08,TX,201507,9205,9210,8912,8943,-299,-3.24%,208496.0,8945,59901,8943,8946,9635,8912,9262.8,9257.2,9237.55,9281.076335549791,9202.923664450209,9271.222968517292,9152.777031482708,9309.886626108791,9178.113373891209
1364,2015-07-09,TX,201507,8801,8939,8724,8873,-72,-0.80%,193187.0,8875,56383,8873,8875,9635,8724,9192.6,9226.8,9222.85,9072.840825628922,8813.159174371078,9405.556980955922,9182.443019044078,9306.994171010994,9123.005828989006
1365,2015-07-13,TX,201507,8935,9005,8902,8994,119,1.34%,156806.0,8993,49625,8993,8994,9635,8724,9111.8,9180.1,9202.3,9044.27218104526,8701.727818954741,9423.629089883285,9130.370910116715,9300.209179000618,9063.790820999382
1366,2015-07-14,TX,201507,9040,9084,8982,8984,-9,-0.10%,136144.0,8983,32060,8983,8984,9635,8724,9049.8,9147.4,9187.6,9138.489999653955,8849.510000346045,9452.016350448186,9155.983649551814,9173.737885183293,8924.262114816709
1367,2015-07-15,TX,201507,9040,9078,8989,9030,47,0.52%,88463.0,0,18749,9029,9030,9635,8724,9007.2,9132.0,9173.45,9108.879782190714,8859.120217809286,9352.98974325256,9041.01025674744,9312.8309883017,9051.1690116983
1368,2015-07-16,TX,201508,8935,8983,8900,8918,28,0.31%,132945.0,8916,49950,8916,8918,9228,8598,8964.8,9113.8,9162.75,9083.618653470598,8976.381346529402,9398.211267199264,9085.788732800736,9364.350243719313,9097.649756280687
1369,2015-07-17,TX,201508,8906,8935,8871,8912,-4,-0.04%,112382.0,8913,49971,8912,8913,9228,8598,8959.8,9076.2,9147.9,8974.506282836513,8861.493717163487,9096.54074377832,8789.459256221679,9389.899930020976,9104.100069979024
1370,2015-07-20,TX,201508,8970,9027,8804,8851,-62,-0.70%,155272.0,8851,52536,8850,8851,9228,8598,8967.6,9039.7,9134.4,8957.631568020395,8866.368431979605,9017.591182303762,8728.408817696238,9491.533626631188,9188.466373368812
1371,2015-07-21,TX,201508,8887,8940,8815,8936,85,0.96%,130287.0,8937,49397,8936,8938,9228,8598,8939.0,8994.4,9124.5,8913.0,8789.0,9118.2169070618,8869.7830929382,9483.835960401871,9158.164039598129
1372,2015-07-22,TX,201508,8882,8883,8795,8815,-122,-1.37%,141837.0,8811,53402,8813,8815,9228,8598,8929.4,8968.3,9112.2,8993.867434710724,8878.132565289276,9088.809398433536,8879.190601566463,9305.258960895972,8970.741039104028
1373,2015-07-23,TX,201508,8778,8822,8670,8755,-56,-0.64%,172952.0,8753,56015,8755,8756,9228,8598,8886.4,8925.6,9091.4,8860.7497540977,8769.2502459023,9093.40851677811,8966.59148322189,9388.786990471584,9035.213009528416
1374,2015-07-24,TX,201508,8720,8740,8653,8684,-69,-0.79%,119108.0,8686,56686,8684,8685,9228,8598,8853.8,8906.8,9066.8,8820.450439265142,8689.549560734858,8998.915758662944,8837.084241337056,9481.3396914698,9106.6603085302
1375,2015-07-27,TX,201508,8637,8670,8493,8522,-164,-1.89%,166804.0,8525,57672,8522,8524,9228,8493,8808.2,8887.9,9034.0,8769.40117095216,8598.59882904784,9017.070880837651,8806.929119162349,9470.946384343715,9083.053615656285
1376,2015-07-28,TX,201508,8500,8591,8480,8541,16,0.19%,144721.0,8539,57612,8541,8543,9228,8480,8742.4,8840.7,8994.05,8659.765888375896,8384.234111624104,8996.170968172015,8705.829031827985,9516.150765966093,9091.849234033907
1377,2015-07-29,TX,201508,8533,8548,8440,8484,-55,-0.64%,163354.0,8485,59001,8484,8486,9228,8440,8663.4,8796.4,8964.2,8656.562277582263,8425.437722417737,9097.371125050302,8774.628874949698,9427.962247997371,8966.037752002627
1378,2015-07-30,TX,201508,8520,8632,8509,8610,125,1.47%,145799.0,8607,55442,8607,8610,9228,8440,8597.2,8741.8,8927.8,8587.98346022325,8380.01653977675,8980.414509641687,8649.585490358313,9487.922670772745,8996.077329227255
1379,2015-07-31,TX,201508,8593,8606,8508,8570,-37,-0.43%,134719.0,8575,56019,8570,8572,9228,8440,8568.2,8711.0,8893.6,8680.881309242988,8539.118690757012,8913.258649052745,8596.741350947255,9183.110474573685,8702.889525426315
1380,2015-08-03,TX,201508,8546,8548,8400,8452,-123,-1.43%,136785.0,8454,58181,8452,8455,9228,8400,8545.4,8676.8,8858.25,8612.697072499177,8527.302927500823,8831.730024030323,8536.269975969677,9106.00104613499,8639.99895386501
1381,2015-08-04,TX,201508,8487,8552,8416,8465,11,0.13%,167590.0,8464,57386,8463,8465,9228,8400,8531.4,8636.9,8815.65,8509.116022270462,8394.883977729538,8671.167992545317,8372.832007454683,9219.3708665733,8768.6291334267
1382,2015-08-05,TX,201508,8504,8547,8448,8523,59,0.70%,145106.0,8521,55204,8522,8523,9228,8400,8516.2,8589.8,8779.05,8527.406409927185,8402.593590072815,8659.49708857183,8422.50291142817,9203.838230296737,8764.161769703265
1383,2015-08-06,TX,201508,8541,8579,8366,8390,-131,-1.54%,179725.0,8390,61694,8389,8390,9228,8366,8524.0,8560.6,8743.1,8583.295936844865,8462.704063155135,8576.539937324378,8391.460062675622,9228.993442103,8831.006557897
1384,2015-08-07,TX,201508,8360,8423,8312,8389,-1,-0.01%,148962.0,8389,60707,8389,8391,9228,8312,8480.0,8524.1,8715.45,8451.73815675901,8328.26184324099,8689.766471653194,8530.233528346806,9125.532762473784,8710.467237526216
1385,2015-08-10,TX,201508,8405,8461,8345,8445,56,0.67%,143249.0,8442,60465,8442,8445,9228,8312,8443.8,8494.6,8691.25,8439.37221456319,8338.62778543681,8638.99884056997,8501.00115943003,9127.804512232717,8696.195487767285
1386,2015-08-11,TX,201508,8505,8556,8358,8360,-82,-0.97%,185332.0,8362,62127,8360,8361,9228,8312,8442.4,8486.9,8663.8,8495.221907570303,8394.778092429697,8521.803223421271,8382.196776578729,9061.397623560724,8640.602376439276
1387,2015-08-12,TX,201508,8365,8390,8243,8299,-63,-0.75%,184836.0,8301,58788,8299,8302,9228,8243,8421.4,8468.8,8632.6,8417.7671186749,8302.2328813251,8541.567355968455,8388.432644031545,9142.838197632836,8729.161802367164
1388,2015-08-13,TX,201508,8348,8363,8275,8306,5,0.06%,151639.0,8305,55762,8305,8307,9228,8243,8376.6,8450.3,8596.05,8346.558805704097,8251.441194295903,8614.544579304293,8431.455420695707,9012.773222403845,8617.226777596157
1389,2015-08-14,TX,201508,8262,8334,8262,8325,20,0.24%,112509.0,8326,49788,8325,8327,9228,8243,8359.8,8419.9,8565.45,8360.226930578818,8251.773069421182,8473.594796488776,8306.405203511224,8947.877545349374,8562.122454650626
1390,2015-08-17,TX,201508,8321,8330,8223,8238,-88,-1.06%,125957.0,8239,41615,8238,8240,9228,8223,8347.0,8395.4,8536.1,8378.37040378337,8271.62959621663,8459.960834267926,8318.039165732074,8866.28079986658,8501.71920013342
1391,2015-08-18,TX,201508,8241,8276,8161,8171,-68,-0.83%,130582.0,8172,29746,8170,8172,9228,8161,8305.6,8374.0,8505.45,8277.872797744829,8198.127202255171,8527.064608693394,8362.935391306606,8700.246872342826,8343.753127657174
1392,2015-08-19,TX,201508,8178,8179,7993,8002,-170,-2.08%,101864.0,0,19671,8002,8003,9228,7993,8267.8,8344.6,8467.2,8227.502743296232,8114.497256703767,8455.723769252992,8264.276230747008,8704.196384763878,8377.803615236122
1393,2015-08-20,TX,201509,7949,8040,7898,7976,6,0.08%,187942.0,7973,56205,7974,7977,9800,7898,8208.4,8292.5,8426.55,8118.616636891998,7885.383363108002,8421.48857089541,8176.511429104589,8656.490427270617,8311.509572729383
1394,2015-08-21,TX,201509,7858,7887,7740,7746,-227,-2.85%,174438.0,7744,59089,7746,7747,9800,7740,8142.4,8251.1,8387.6,8110.685708224741,7841.314291775259,8455.519530496855,8156.480469503145,8791.636009645665,8428.363990354335
1395,2015-08-24,TX,201509,7609,7676,7010,7340,-404,-5.22%,364785.0,7345,62046,7340,7343,9800,7010,8026.6,8186.8,8340.7,7917.7225669503,7574.2774330497,8529.530095584978,8120.469904415023,8786.75310839755,8353.24689160245
1396,2015-08-25,TX,201509,7400,7606,7318,7577,232,3.16%,233175.0,7572,62877,7574,7578,9800,7010,7847.0,8076.3,8281.6,7627.364576800969,7052.635423199031,8545.672894483736,7930.327105516264,8755.17592252684,8148.824077473161
1397,2015-08-26,TX,201509,7525,7678,7432,7607,35,0.46%,238178.0,7607,62797,7607,7609,9800,7010,7728.2,7998.0,8233.4,7826.09789240377,7327.90210759623,8495.67399033492,7846.326009665079,8798.243214484557,8131.756785515444
1398,2015-08-27,TX,201509,7656,7729,7631,7680,73,0.96%,169791.0,7679,62786,7678,7680,9800,7010,7649.2,7928.8,8189.55,7816.173038415566,7397.826961584434,8328.883098370045,7675.1169016299555,8877.410845629758,8168.589154370242
1399,2015-08-28,TX,201509,7812,7902,7791,7876,197,2.57%,167248.0,7871,62694,7874,7876,9800,7010,7590.0,7866.2,8143.05,7818.126029407928,7541.873970592072,8284.05187874772,7667.94812125228,8747.194551330223,8032.805448669776
1400,2015-08-31,TX,201509,7831,8034,7802,7969,98,1.25%,144165.0,7973,60455,7969,7971,9800,7010,7616.0,7821.3,8108.35,8048.9011278158705,7703.0988721841295,8014.029494645645,7477.970505354355,8736.61376195427,8041.386238045729
1401,2015-09-01,TX,201509,7901,7964,7802,7834,-139,-1.74%,174196.0,7829,58484,7832,7834,9800,7010,7741.8,7794.4,8084.2,8123.129036848999,7814.870963151001,7576.503361498309,7103.4966385016905,8784.585423715447,8105.414576284553
1402,2015-09-02,TX,201509,7768,7997,7761,7945,116,1.48%,197665.0,7938,56438,7944,7946,9800,7010,7793.2,7760.7,8052.65,7965.841419895267,7702.158580104733,7778.921296548928,7375.078703451072,8691.967509705393,8028.032490294608
1403,2015-09-03,TX,201509,7961,8003,7874,7977,39,0.49%,151197.0,7975,56461,7976,7978,9800,7010,7860.8,7755.0,8023.75,8047.405859207372,7842.594140792628,7802.739112085449,7411.260887914551,8613.460152483585,7984.539847516414
1404,2015-09-04,TX,201509,7931,8039,7872,7890,-85,-1.07%,176043.0,7894,55877,7888,7891,9800,7010,7920.2,7755.1,8003.1,8032.869132801575,7921.130867198425,7875.85221469261,7484.14778530739,8609.085944906721,8002.914055093279
1405,2015-09-07,TX,201509,7850,8008,7843,7932,38,0.48%,169579.0,7930,56030,7930,7932,9800,7010,7923.0,7769.5,7978.15,7943.899907235542,7836.100092764458,8075.905602722885,7676.094397277115,8615.572241447802,8034.427758552198
1406,2015-09-08,TX,201509,7930,7979,7880,7976,46,0.58%,137093.0,7972,57008,7974,7976,9800,7010,7915.6,7828.7,7952.5,7981.431164258997,7882.568835741003,8112.705288698781,7825.294711301219,8508.154307757623,7967.8456922423775
1407,2015-09-09,TX,201509,8114,8340,8104,8332,360,4.52%,194442.0,8334,56963,8332,8335,9800,7010,7944.0,7868.6,7933.3,8008.1683073847535,7943.8316926152465,7956.039501801671,7711.960498198329,8424.652340813169,7917.347659186831
1408,2015-09-10,TX,201509,8226,8292,8192,8262,-72,-0.86%,146244.0,8265,52456,8261,8263,9800,7010,8021.4,7941.1,7934.95,8490.595838533047,8173.404161466954,8100.781545762006,7789.218454237994,8258.121157853075,7745.878842146924
1409,2015-09-11,TX,201509,8221,8295,8202,8263,-2,-0.02%,120481.0,8266,48363,8262,8264,9800,7010,8078.4,7999.3,7932.75,8443.89843319831,8080.10156680169,8133.080139671901,7820.919860328099,8229.095609404825,7722.904390595175
1410,2015-09-14,TX,201509,8319,8340,8210,8273,7,0.08%,149956.0,8275,47883,8272,8274,9800,7010,8153.0,8038.0,7929.65,8428.040601065313,8097.959398934687,8058.216527130957,7721.783472869043,7994.612203039191,7497.387796960809
1411,2015-09-15,TX,201509,8300,8333,8230,8237,-38,-0.46%,137170.0,8237,35916,8237,8238,9800,7010,8221.2,8068.4,7931.4,8398.295490740888,8147.704509259112,8112.052881121075,7751.947118878925,7590.889298297077,7089.110701702923
1412,2015-09-16,TX,201509,8310,8358,8270,8318,81,0.98%,80906.0,0,26816,8318,8319,9800,7010,8273.4,8108.7,7934.7,8268.613920984275,8205.386079015725,8143.759381257801,7808.240618742199,7831.428202053153,7322.571797946847
1413,2015-09-17,TX,201510,8368,8478,8364,8437,161,1.95%,141074.0,8441,46690,8437,8439,8478,7000,8270.6,8146.0,7950.5,8344.507357469201,8291.492642530799,8500.679577898452,8163.320422101548,7874.58839660942,7339.41160339058
1414,2015-09-18,TX,201510,8418,8459,8383,8437,-4,-0.05%,122478.0,8438,47171,8437,8439,8478,7000,8305.6,8192.0,7973.55,8507.715203457248,8366.284796542752,8440.742272560243,8083.257727439757,7967.8781817019135,7392.1218182980865
1415,2015-09-21,TX,201510,8328,8335,8233,8270,-168,-1.99%,126365.0,8270,48025,8268,8271,8478,7000,8340.4,8246.7,8008.1,8519.94480092206,8354.05519907794,8423.74454889669,8102.255451103311,8175.717350181801,7576.282649818199
1416,2015-09-22,TX,201510,8295,8340,8276,8330,60,0.73%,99115.0,8331,48462,8328,8331,8478,7000,8339.8,8280.5,8054.6,8353.43955896336,8186.56044103664,8394.848471471742,8151.151528528258,8231.259299167827,7706.7407008321725
1417,2015-09-23,TX,201510,8234,8250,8135,8140,-191,-2.29%,138538.0,8142,51820,8140,8143,8478,7000,8358.4,8315.9,8092.25,8397.24462803823,8262.75537196177,8304.578768855314,8169.421231144685,8078.437287458358,7589.562712541642
1418,2015-09-24,TX,201510,8188,8219,8047,8091,-51,-0.63%,163890.0,8090,52667,8091,8092,8478,7000,8322.8,8296.7,8118.9,8251.659124123378,8028.340875876622,8403.243240201204,8232.756759798796,8162.669451232827,7727.330548767173
1419,2015-09-25,TX,201510,8142,8152,8033,8120,30,0.37%,161413.0,8119,51440,8120,8123,8478,7000,8253.6,8279.6,8139.45,8216.765814114966,7965.234185885035,8542.284566770253,8331.715433229747,8170.300148732483,7783.699851267517
1420,2015-09-30,TX,201510,8015,8178,7983,8135,16,0.20%,165188.0,8135,54898,8135,8137,8478,7000,8190.2,8265.3,8151.65,8212.95246096796,8027.047539032041,8552.758412221316,8321.241587778684,8073.7518095149,7706.2481904851
1421,2015-10-01,TX,201510,8174,8330,8116,8309,174,2.14%,178858.0,8307,55337,8307,8309,8478,7000,8163.2,8251.5,8159.95,8220.129078463237,8049.870921536763,8392.071495444268,8147.928504555732,8111.00180865008,7752.99819134992
1422,2015-10-02,TX,201510,8283,8319,8254,8277,-30,-0.36%,104901.0,8278,52218,8276,8278,8478,7000,8159.0,8258.7,8183.7,8385.918138303005,8232.081861696995,8453.122743634147,8206.877256365853,8141.155108912803,7810.844891087197
1423,2015-10-05,TX,201510,8358,8377,8275,8335,57,0.69%,131099.0,8331,52111,8332,8335,8478,7000,8186.4,8254.6,8200.3,8365.75945020109,8188.240549798908,8261.754835632923,8018.245164367077,8488.802455337918,8175.197544662081
1424,2015-10-06,TX,201510,8431,8478,8365,8370,39,0.47%,147140.0,8369,51716,8368,8371,8478,7000,8235.2,8244.4,8218.2,8424.960880386978,8245.039119613022,8200.725293346612,7981.274706653388,8412.600996012643,8111.399003987357
1425,2015-10-07,TX,201510,8377,8497,8357,8492,123,1.47%,140147.0,8491,55430,8490,8492,8497,7000,8285.2,8237.7,8242.2,8451.073793546373,8288.926206453627,8219.311681085359,8020.688318914641,8396.682683994599,8129.3173160054
1426,2015-10-08,TX,201510,8534,8544,8422,8441,-50,-0.59%,142571.0,8443,52788,8441,8443,8544,7000,8356.6,8259.9,8270.2,8566.271394224155,8417.728605775845,8260.429223070223,8009.570776929776,8397.08005480334,8148.91994519666
1427,2015-10-12,TX,201510,8494,8580,8464,8552,109,1.29%,125543.0,8552,54769,8552,8554,8580,7000,8383.0,8271.0,8293.45,8517.097306128404,8364.902693871596,8444.637752856645,8173.362247143356,8346.481722218825,8127.518277781175
1428,2015-10-13,TX,201510,8554,8575,8511,8553,1,0.01%,99975.0,8557,51628,8553,8555,8580,7000,8438.0,8312.2,8304.45,8630.935416639175,8473.064583360825,8428.261892094473,8125.738107905527,8441.01767149479,8194.98232850521
1429,2015-10-14,TX,201510,8521,8554,8492,8519,-38,-0.44%,108262.0,8520,50332,8519,8521,8580,7000,8481.6,8358.4,8319.0,8622.663763894869,8483.336236105131,8482.143603326818,8187.856396673182,8570.867098272876,8303.132901727124
1430,2015-10-15,TX,201510,8565,8668,8565,8608,88,1.03%,138824.0,8609,50536,8608,8610,8668,7000,8511.4,8398.3,8331.8,8560.878872955227,8477.121127044773,8500.211405030435,8239.788594969565,8576.999142854518,8297.000857145482
1431,2015-10-16,TX,201510,8588,8627,8571,8607,-2,-0.02%,98558.0,8607,46678,8607,8608,8668,7000,8534.6,8445.6,8348.55,8662.832836877185,8553.167163122815,8602.374091162736,8381.625908837264,8421.52771198695,8118.47228801305
1432,2015-10-19,TX,201510,8627,8670,8588,8624,17,0.20%,117062.0,8623,39354,8622,8624,8670,7000,8567.8,8475.4,8367.05,8641.64909811236,8572.35090188764,8550.697037334652,8331.302962665348,8489.173011217354,8170.826988782645
1433,2015-10-20,TX,201510,8644,8663,8629,8659,36,0.42%,83770.0,8659,28715,8658,8660,8670,7000,8582.2,8510.1,8382.35,8663.68576571014,8584.31423428986,8647.400681339286,8456.599318660714,8308.174990709083,7971.825009290917
1434,2015-10-21,TX,201510,8690,8704,8593,8617,-42,-0.49%,71803.0,0,18125,8616,8617,8704,7000,8603.4,8542.5,8393.45,8705.202164451463,8612.797835548537,8637.868427580579,8468.131572419421,8269.429390796471,7912.570609203528
1435,2015-10-22,TX,201511,8588,8633,8566,8595,-13,-0.15%,97736.0,8595,53403,8594,8596,8700,7966,8623.0,8567.2,8402.45,8636.047309521295,8597.952690478705,8583.590711406518,8454.409288593482,8304.824098807489,7935.175901192512
1436,2015-10-23,TX,201511,8742,8752,8669,8692,97,1.13%,108905.0,8694,52739,8692,8694,8752,7966,8620.4,8577.5,8418.7,8616.629609335354,8573.370390664646,8667.813460023643,8548.186539976357,8321.7418271304,7948.2581728696
1437,2015-10-26,TX,201511,8730,8765,8716,8736,42,0.48%,79592.0,8733,54998,8734,8736,8765,7966,8637.4,8602.6,8436.8,8726.179526035334,8657.820473964666,8655.94323242288,8558.05676757712,8503.643674441273,8114.356325558728
1438,2015-10-27,TX,201511,8722,8728,8655,8691,-42,-0.48%,99136.0,8694,56394,8691,8693,8765,7966,8659.8,8621.0,8466.6,8786.744063692218,8685.255936307782,8683.836443744594,8564.163556255406,8469.534776079543,8084.465223920456
1439,2015-10-28,TX,201511,8685,8710,8613,8638,-56,-0.64%,115433.0,8638,55753,8637,8639,8765,7966,8666.2,8634.8,8496.6,8743.23562003078,8638.76437996922,8717.459900786778,8600.540099213222,8512.858483070107,8157.141516929892
1440,2015-10-29,TX,201511,8681,8685,8545,8550,-88,-1.02%,142670.0,8547,56284,8548,8550,8765,7966,8670.4,8646.7,8522.5,8686.845061162823,8589.154938837177,8661.000113636217,8572.999886363783,8527.705897163041,8212.294102836959
1441,2015-10-30,TX,201511,8560,8600,8484,8568,21,0.25%,155466.0,8570,54560,8568,8570,8765,7966,8661.4,8640.9,8543.25,8613.77334866541,8486.22665133459,8646.842935873656,8543.157064126344,8622.271207486536,8361.728792513464
1442,2015-11-02,TX,201511,8535,8598,8502,8583,13,0.15%,114793.0,8587,55278,8583,8585,8765,7966,8636.6,8637.0,8556.2,8638.77739752209,8497.22260247791,8747.578772926361,8636.421227073639,8559.700716088826,8322.299283911174
1443,2015-11-03,TX,201511,8665,8740,8645,8721,134,1.56%,123033.0,8719,55739,8720,8721,8765,7966,8606.0,8632.9,8571.5,8634.687522672304,8531.312477327696,8793.85231196763,8678.14768803237,8651.970245573371,8452.029754426629
1444,2015-11-04,TX,201511,8765,8900,8751,8882,163,1.87%,160402.0,8882,56697,8882,8884,8900,7966,8612.0,8639.1,8590.8,8782.932221016204,8659.067778983796,8754.37578401882,8627.62421598118,8642.120480250052,8463.879519749948
1445,2015-11-05,TX,201511,8879,8899,8832,8870,-12,-0.14%,96100.0,8872,53112,8870,8871,8900,7966,8660.8,8665.6,8616.4,9008.091078193502,8755.908921806498,8733.736304503569,8542.263695496431,8614.33803018733,8423.66196981267
1446,2015-11-06,TX,201511,8850,8858,8650,8689,-183,-2.06%,185282.0,8689,53650,8689,8691,8900,7966,8724.8,8693.1,8635.3,9004.538321678248,8735.461678321752,8659.948578890317,8440.051421109683,8713.707189916297,8502.292810083703
1447,2015-11-09,TX,201511,8677,8748,8597,8631,-58,-0.67%,165493.0,8628,54573,8629,8631,8900,7966,8749.0,8692.8,8647.7,8802.3754823584,8575.6245176416,8677.95526363026,8458.04473636974,8703.316198014663,8510.683801985337
1448,2015-11-10,TX,201511,8581,8592,8512,8532,-96,-1.11%,131070.0,8533,54646,8532,8534,8900,7966,8758.6,8682.3,8651.65,8731.177043278389,8530.822956721611,8693.341334050301,8472.658665949699,8717.900093184193,8530.099906815807
1449,2015-11-11,TX,201511,8507,8549,8372,8380,-153,-1.79%,179202.0,8378,58252,8379,8381,8900,7966,8720.8,8666.4,8650.6,8668.357471375792,8395.642528624208,8840.05393735614,8601.94606264386,8754.106992382263,8563.893007617737
1450,2015-11-12,TX,201511,8404,8461,8354,8461,83,0.99%,148495.0,8459,55241,8458,8461,8900,7966,8620.4,8640.6,8643.65,8542.926486490072,8217.073513509928,9029.071547214273,8734.928452785727,8725.592483625709,8508.407516374291
1451,2015-11-13,TX,201511,8380,8472,8318,8356,-103,-1.22%,178126.0,8356,52459,8356,8357,8900,7966,8538.6,8631.7,8636.3,8572.693509211593,8349.306490788407,9024.775999431437,8715.224000568563,8710.511081719462,8479.488918280538
1452,2015-11-16,TX,201511,8245,8307,8212,8290,-66,-0.79%,139331.0,8288,43622,8288,8290,8900,7966,8472.0,8610.5,8623.75,8456.917788322971,8255.082211677029,8864.21829242405,8513.78170757595,8822.655223776166,8561.344776223834
1453,2015-11-17,TX,201511,8370,8490,8369,8440,152,1.83%,152201.0,8437,31131,8439,8440,8900,7966,8403.8,8581.2,8607.05,8374.271940763221,8205.728059236779,8831.098375805503,8430.901624194497,8885.537110778563,8586.462889221437
1454,2015-11-18,TX,201511,8440,8450,8326,8336,-101,-1.20%,81613.0,0,18567,8335,8336,8900,7966,8385.4,8553.1,8596.1,8501.141148173714,8378.858851826286,8730.214757270996,8333.785242729004,8844.30293539264,8537.69706460736
1455,2015-11-19,TX,201512,8371,8460,8323,8447,167,2.02%,155548.0,8447,53536,8446,8447,9800,6954,8376.6,8498.5,8582.05,8400.366450888643,8271.633549111357,8553.791973347448,8206.208026652552,8801.294664640336,8474.705335359664
1456,2015-11-20,TX,201512,8430,8475,8396,8444,-3,-0.04%,114281.0,8443,53617,8443,8444,9800,6954,8373.8,8456.2,8574.65,8507.84209069386,8386.15790930614,8582.976883055766,8339.023116944234,8715.873227194747,8384.126772805253
1457,2015-11-23,TX,201512,8488,8511,8407,8478,35,0.41%,124827.0,8481,56095,8478,8480,9800,6954,8391.4,8431.7,8562.25,8509.682874480339,8378.317125519661,8450.198779185295,8261.801220814705,8733.90686393275,8402.09313606725
1458,2015-11-24,TX,201512,8461,8494,8362,8402,-79,-0.93%,159334.0,8401,55837,8400,8402,9800,6954,8429.0,8416.4,8549.35,8526.41487374764,8429.58512625236,8359.868734066104,8220.131265933896,8744.876889950358,8421.123110049642
